content	Sentiment	Emotion
lumayan lah.. cuman aplikasi nya ini tlong donk .. Di kasih tw mna yg aktif..	Neutral	Neutral
Lumayan lah....................	Neutral	Neutral
Lumayan lah..hehe	Neutral	Neutral
Lumayan lah..soal nya blm buka jadi kasih bintang 2 dl	Neutral	Neutral
Lumayan lahh dari pada bete	Neutral	Neutral
Lumayan lahh.	Neutral	Neutral
Lumayan lh.. biar pun blm dpt pasangan	Neutral	Neutral
Lumayan lhh	Neutral	Neutral
lumayan mantap	Neutral	Neutral
Lumayan masih berani berimbang	Neutral	Neutral
Lumayan membantu jg..	Neutral	Neutral
Lumayan membantu untuk menjawab pertanyaan	Neutral	Neutral
Lumayan membantu..	Neutral	Neutral
Lumayan membantu..	Neutral	Neutral
Lumayan menarik	Neutral	Neutral
Lumayan menghiburlahh	Neutral	Neutral
Lumayan Min	Neutral	Neutral
lumayan mudahh	Neutral	Neutral
lumayan nambah pengetahuan wawasan berita..	Neutral	Neutral
Lumayan nih cuma sarn saya di adain dong metode pembayaran qris jadi pelanggan tiggal schant untuk bayar tagihan oy jadi pelanggan saya bisa menggunakan semua metode pembayaran	Neutral	Neutral
Lumayan ok	Neutral	Neutral
lumayan oke	Neutral	Neutral
Lumayan penasaran.  Mainkan dulu, nanti pastiin bintangnya lagi.	Neutral	Neutral
lumayan permainan anak negri.. hanya waktu tunggu permainannya yang lama.	Neutral	Neutral
Lumayan puas	Neutral	Neutral
lumayan sangat membantu	Neutral	Neutral
lumayan sayangnya chat di batesin	Neutral	Neutral
Lumayan senang	Neutral	Neutral
Lumayan seru buat ngisi waktu luang..	Neutral	Neutral
lumayan seru sih	Neutral	Neutral
Lumayan sh tapi kok di awal banyak yg ngerespon tapi main 2 atu 3 hari udh pada senyap y	Neutral	Neutral
lumayan sih	Neutral	Neutral
Lumayan sih	Neutral	Neutral
lumayan sih aku lumayan suka	Neutral	Neutral
Lumayan sih buat awalan	Neutral	Neutral
Lumayan sih tapi perlu d tingkatkan lgi	Neutral	Neutral
Lumayan tapi lama download nya	Neutral	Neutral
Lumayan tapi lokasi ga ke ditek	Neutral	Neutral
Lumayan tapi sayang dibatasin	Neutral	Neutral
Lumayan tapi we chet masih bagus	Neutral	Neutral
Lumayan tdk berbagi banyak dengan iklan dan semakin baik.	Neutral	Neutral
Lumayan timbang bengong	Neutral	Neutral
Lumayan to agak sedikit rumit	Neutral	Neutral
Lumayan tpi ko mlh pakai prabayar sih	Neutral	Neutral
lumayan tuk nambah temen,,tpi syang ga bs mlht orang yg mlht profil kta,,	Neutral	Neutral
lumayan untuk acces info terkini	Neutral	Neutral
Lumayan untuk anak bangsa, untuk membudidayakan game indonesia	Neutral	Neutral
Lumayan untuk cari temen ngobrol	Neutral	Neutral
Lumayan untuk membantu anak kuliahan jurusan sastra Indonesia	Neutral	Neutral
Lumayan untuk selingan	Neutral	Neutral
Lumayan untuk tman.	Neutral	Neutral
Lumayan utk cari kenalan moga dpt yg seiman	Neutral	Neutral
Lumayan utk hiburan	Neutral	Neutral
Lumayan utk isi masa adanya pandemic haha	Neutral	Neutral
Lumayan, bagus dan cukup lengkap, tapi ada beberapa bidang kata yang tidak bisa diklik	Neutral	Neutral
Lumayan, dr pada u manyun. 	Neutral	Neutral
Lumayan, Mau Di kasih bintang 5 ? Ada syaratnya :)	Neutral	Neutral
Lumayan, tapi tolong tambahin fitur filter lokasi, krna setiap org yg saya temuka itu trlalu jauh, tidak sperti aplikasi sebelah.	Neutral	Neutral
Lumayan,,semoga aja ini yg menjdi layanan no satu.	Neutral	Neutral
Lumayan,namun segi grafik mohon bisa di optimalkan kembali walau sebenarnya sudah sangat bagus dengan detailnya trimakasih.	Neutral	Neutral
Lumayan.	Neutral	Neutral
Lumayan. Cuman kenapa ujungnya harus berbayar terus kenapa chat dibatas ?	Neutral	Neutral
lumayan..	Neutral	Neutral
Lumayan..	Neutral	Neutral
Lumayan..buat nambah teman	Neutral	Neutral
Lumayan..membantu untuk dapatkan tmn baru..	Neutral	Neutral
Lumayan..teruskan berkreasi	Neutral	Neutral
Lumayan..tp klo bs dpermudah mendapatkan singkongnya	Neutral	Neutral
Lumayang	Neutral	Neutral
Lumayanla	Neutral	Neutral
Lumayanlah	Neutral	Neutral
Lumayanlah bisa menghibur hati yg galau	Neutral	Neutral
Lumayanlah buat nambah ilmu	Neutral	Neutral
Lumayanlah info2nya	Neutral	Neutral
Lumayanlah sip	Neutral	Neutral
lumayanlah yaw buat informasi tambhan	Neutral	Neutral
Lumayanlah, walaupun musuh²nya serangannya agak mutlak ditahan, tapi game ini udah bagus secara gameplay ini menarik banget dan semoga game kita ini terus berkembang semangat Game Lokal Indonesia 	Neutral	Neutral
Lumayann	Neutral	Neutral
LumayN	Neutral	Neutral
lumayn obat chatting	Neutral	Neutral
Lumyan bagus	Neutral	Neutral
lumyan gamenya seru tapi hanya sampau level 40 tapi seru karna indonesia sudah merdeka alhamdulilah	Neutral	Neutral
Lumyan lah	Neutral	Neutral
Lumyan lh	Neutral	Neutral
Lumyn	Neutral	Neutral
Lymayan	Neutral	Neutral
M. Zainal hikam	Neutral	Neutral
M.Hendrik	Neutral	Neutral
Ma ksh deh..	Neutral	Neutral
Maaf ada kendala dalam transaksi, bisa tolong bantu?	Neutral	Neutral
Maaf ini kenapa ga bisa di download yh?	Neutral	Neutral
Maaf mau nanya cara akun di kunci gimana cara buka nya	Neutral	Neutral
Maaf saya mau tanya bisa disave gk permainannya??	Neutral	Neutral
maaf saya mau tanya.. saya kan ada di luar negri dan waktu daftar bank itu pakai no indonesia dan nomor itu sudah tidak di pakai lagi,apa gak bisa ya daftra pakai nomor luar negri? atau,cara gantinya bisa tidak?? trima kasih	Neutral	Neutral
Maaf sebelumnya kenapa saat saya membuka bus simulator Indonesia kok harus pakek file, cara mengatasinya ngimana ya	Neutral	Neutral
maaf, mau tanyak.. kan pas masuk di suruh masukan nomor telpon? kok saya masuk kan tidak bisa ya??	Neutral	Neutral
Maap kalo mau masuk harus ngisi surel,surel itu kaya gimna ya?ngisi nya harus gimana?	Neutral	Neutral
Macap	Neutral	Neutral
Madiansyah	Neutral	Neutral
Mahaf saya coba dulu kalau bagus nanti saya tamba bintang nya	Neutral	Neutral
mahal chatnya	Neutral	Neutral
Main 1jam menghabiskan kuota sekitar 500mb, karena setiap ganti map di wajibkan untuk menonton iklan,	Neutral	Neutral
Main bareng akan lebih bagus , ditambahkan kendaraan lain seperti , narik , lebih bagus di narik , atau main bareng , ada tempat istirahat rumah makan , jadi semakin menarik	Neutral	Neutral
Main bola	Neutral	Neutral
Main di level rendah dulu biar koinnya nambah buat upgrade	Neutral	Neutral
Main epep tp sinyal tiba2 lag? Download aja ini cuyy 100% work	Neutral	Neutral
Main perang	Neutral	Neutral
Main pubg pasti lancar	Neutral	Neutral
Mainnya kaya c.o.c	Neutral	Neutral
Maja aata hai khel ke	Neutral	Neutral
Makasi	Neutral	Neutral
Makasi atas game nya	Neutral	Neutral
Makasi pihak developer	Neutral	Neutral
Makasih	Neutral	Neutral
makasih  sejak pake aplikasi ini pengirimannya cepat dan muda	Neutral	Neutral
makasih  sudah memberikan game bus simulator Indonesia dan coba diperbagusi lagi bug bug yang ada Ya semoga dibaca dan adakan fitur yang realistis dan lain lain deh pokoknya game ini sangat populer keren kok	Neutral	Neutral
Makasih atas info yang akurat dan teroercaya	Neutral	Neutral
Makasih atas waktunya selama ini	Neutral	Neutral
Makasih banyaak, bermanfaat sekali	Neutral	Neutral
Makasih banyak yg buat apk ini Karena apk ini sekarang aku udh punya jodoh	Neutral	Neutral
Makasih bermanfaat untuk membuka sesi fb	Neutral	Neutral
Makasih de	Neutral	Neutral
Makasih kode nya jadi bisa pakai aplikasi ini	Neutral	Neutral
Makasih min	Neutral	Neutral
Makasih OY membantu sekali. Buka jasa transfer ga ketarik admin hehe alhamdulilahh tabarokalloh, waktu sampai 24 jam lagi hehe. Transfer pakai Mandiri virtual akun lagi terverifikasi dong. Udah hemat hampir 4 juta alhamdulilahh tabarokalloh. Semua bank juga ada. Mantap pokonya. Saya pakai aplikasi flip dan OY. 2 aplikasi ini keuren pokonya mah!! Thanks. Allah SWT membalas kebaikan flip dan  Dulu gatau aplikasi ini wkw entahlah sedih kali kehilangan 6.500 hehe ya itu uang juga.	Neutral	Neutral
Makasih udah menyambungkan dari yang tidak tersambung	Positive	Happy
Makasih untuk app ini	Positive	Happy
Makasih VPN indonesia	Positive	Happy
Makasih. Aplikasi ini sangat membantu saya dalam mengerjakan tugas kuliah.	Positive	Happy
makasii	Positive	Happy
Makin asix	Positive	Happy
Makin banyak kenalan baru di sini	Positive	Happy
Makin naik doanlod nya	Neutral	Neutral
makjilb	Positive	Happy
maksih	Positive	Happy
maksih . manap baru bayar kasir belum.keluar 7eleve. kiriman uda masuk..ok tapi tolong krus di perbesar lagi. masi di bawah aplikasi lain..	Positive	Happy
Maksud ya gimana nih	Neutral	Neutral
Maksudnya id perangkat gimana sih	Negative	Anger
mambantu	Positive	Happy
Man	Neutral	Neutral
Mana pahlawan yg lainnya	Neutral	Neutral
Mana update yg terbaru gan	Neutral	Neutral
Manat	Neutral	Neutral
Mancari tman sebanyak m ungkin	Neutral	Neutral
manta	Positive	Happy
mantaf tapi cat yah jangan tiga	Neutral	Neutral
Mantan 	Neutral	Neutral
Mantap ap ya	Positive	Happy
Mantap lah membantu proses pengiriman uang tanpa harus kena biaya tambahan. Hanya saja agak lama prosesnya. Karena tunggu di acc dulu	Neutral	Neutral
Mantap sdh update v3. 7. Mungkin ada yg merasakan keluhan, kalau kita pakai stir model "miringkan HP" bus langsung oleng kanan kiri, meski hanya miring sedikit hpnya. Sprtinya terlalu sensitif suspensi nya.	Neutral	Neutral
mantapp.. transfer antar bank cepat sekali. . lebih mudah juga PR buat  Cs tidak selalu fast respon saya beratanya sudah 3 hari tidaka ada tanggapan	Positive	Happy
Mantatap .. .. .. .	Positive	Happy
Mantuk	Positive	Happy
Manual +/- setir kanan, kebalik. + Dikiri, harusnya dikanan, sejajar gas, dan - dikanan, harusnya dikiri sejajar rem. Mohon diperbaiki	Negative	Anger
manusiawi dan tidak munafik	Positive	Happy
Manyrung	Neutral	Neutral
Map Aceh di tambahin dong	Neutral	Neutral
Map baru   banjarmasin	Neutral	Neutral
Map jakarta di pembarui lagi jadi ada monas.Terus map semarang dibagusin lagi jadi ada lawang sewu sama wisata lain nya.Terus tolong strobo nya di tambahin dan bus juga ditambahin.Terus tol tol di tambahin jadi main bus nya ngga lewat jalan biasa aja.Terus di kasih pejalan kaki sama pedagang kaki lima dan di kasih map jawa dan sumatra yang bagus Saya bukannya mengatur tapi kalo di indonesia ada map map banyak Semoga di jawab Game nya bagus	Positive	Happy
Map kalimantan tolong di buatkan	Neutral	Neutral
Map nya banyak kan tapi ada satu kota yaitu Kediri	Neutral	Neutral
Map nya kurang luas sama mungkin kalo bisa ditambahin tuh kayak abis jemput penumpang di terminal nah terus tengah jalan mampir ke loket pinggir jalan kan jadi realistic gitu dah itu aja	Neutral	Neutral
mapp medann nyaa lahh	negative	Fear
Mari budayakan berbahasa Indonesia dengan baik dan benar	Positive	Happy
maru mau nyoba	Neutral	Neutral
Mas game ini tidak memakai jaringan atau pakai	Neutral	Neutral
Mas gimnya offline Ndakyo	Neutral	Neutral
Mas,nanti kalo update,fitur nya kayak ets2 mod bus ya bang,terus bisa beli Basuri	Positive	Happy
masa chat aja harus bayar	Negative	Anger
Masa like harus pakain koin segala	Negative	Anger
Masa percobaan	Neutral	Neutral
Masalah chatnya aja kurang bebas	Negative	Anger
Masi belom faham	Negative	Fear
masi belom faham total	Neutral	Neutral
Masi ok	Neutral	Neutral
Masih ada bug di mode narik, ambil penumpang di terminal selanjutnya tidak bisa, tolong diperbaiki bugnya, ada penempatan nama kota yg salah, diantaranya tujuan Purwokerto - Jogjakarta. Mohon diperbaiki juga nama kotanya.	Neutral	Neutral
Masih ada bug kalau narik dari Jakarta ke Surabaya lwt tol Brebes	Neutral	Neutral
Masih ada kekurangan sedikitt lagi. Tapi saya ucapkan terimakasih.. - sensor sensitivitas stir tilet kurang respon sepersekian second detik - kluar loading map masih di speed kilometer ( 100 )	Neutral	Neutral
Masih ada kurang di game ini.. Pasang knalpot dan variasi. Semoga di update tahun depan. Bisa full variasi. Biar ramai..... Gak usah kasih apa .. Nak kita sebagai driver lebih suka rekomendasi variasi dan pariwisata. Sekian dan makasih..	Neutral	Neutral
Masih ada sedikit bugg	Negative	Anger
Masih ada yang kurang sih soalnya ga bisa Mabar pake mod tolong di usahakan bisa ya  biar tambah seru Mabar bus nya tolong ya di tambahin fitur nya biar tambah seru udah sih itu aja kalau yang lain nya udah bagus tinggal fitur itu aja sih udh	Neutral	Neutral
masih ada yg lebih berkualitas	Neutral	Neutral
Masih agak gapaham tp lumayan menarik	Neutral	Neutral
Masih agak lag di update baru ini tapi mode pariwisata nya udah mantap tambah seru..jam 12 malam ada update dari  langsung cobain sekalian makin seru	Positive	Happy
Masih banyak bug kalo kendaraan udah berhenti suka gk jalan lagi diem ditempat, terus kalo lagi puter lagu terus ganti map laginya suka gk ada suaranya tolong diperbaiki lagi overall udah bagus semua	Neutral	Neutral
Masih banyak kata yg belum terdaftar. Mohon diupdate. Trims	Neutral	Neutral
Masih banyak kosa kata yang di update	Neutral	Neutral
Masih baru	Neutral	Neutral
Masih baru mencoba, tpi kelihatannya asyik	Positive	Happy
Masih belum bisa cetak struk menggunakan printer bluetooth..	Negative	Anger
Masih belum lengkap. Dikit lagi	Neutral	Neutral
masih berusaha semoga ada jodoh nya	Positive	Happy
masih bingung	Neutral	Neutral
Masih bingung baru nyoba	Neutral	Neutral
masih bingung cara2 balas chat nya	Negative	Fear
masih bisa dipercaya nih  g kayak yg lain g independ3nt	Positive	Happy
masih bnyk bug yg harus diperbaiki tp overall good game !	Positive	Happy
Masih coba	Neutral	Neutral
Masih coba tiga dlu	Neutral	Neutral
Masih coba" dlu	Neutral	Neutral
Masih coba, liat nanti aja	Positive	Happy
Masih dalam.proses download tapi ini pake kuota gak sih bng?	Neutral	Neutral
Masih di coba	Neutral	Neutral
Masih di koreksi	Neutral	Neutral
Masih di pelajari	Neutral	Neutral
masih dimonitor	Neutral	Neutral
Masih donwload jadi klo dah donwload kasih 5 stars	Neutral	Neutral
Masih kurang fahan	Neutral	Neutral
Masih kurang kata" istilah, seperti mohisme dll, mohon dikembangkan okk ? 	Neutral	Neutral
Masih kurang satu fitur vital dan ini saya sudah cek di seluruh aplikasi  di google playstore. Fitur ini adalah pencarian kata "diawali", "memuat", dan "diakhiri". Hal ini bisa sangat membantu kami apabila ingin mencari kata agar lebih cepat. Semoga next update sudah ada fitur tersebut. Terima kasih :)	Neutral	Neutral
masih lancar2 aja transfer multi bank tanpa biaya, bisa dong ditingkatkan maksimal transfer hariannya..Tambahan, kasih menu transfer massal.. gw up jadi bisnis deh..	Positive	Happy
Masih lebih bernas  Cartoon network	Neutral	Neutral
Masih mau coba	Neutral	Neutral
Masih mau coba coba dlu	Neutral	Neutral
Masih mau mencoba	Neutral	Neutral
masih mempelajari	Neutral	Neutral
Masih mencari	Neutral	Neutral
Masih mencari vpn indonesia yang bagus dulu Coba dulu ; aku kasih bintang 4 dulu semoga pihak developer aplikasi ini bisa lebih baik lagi oke	Neutral	Neutral
Masih mencoba	Neutral	Neutral
MAsih mencoba 	Neutral	Neutral
Masih menunggu update buat atm ocbc nisp nya,,	Negative	Sad
Masih nyoba,oya kalo elu pada mau game yang terus di update,cari aja frag pro shooter,makasih. Anjay,marketing ihiy.	Positive	Happy
Masih pake poin,,iklan	Neutral	Neutral
Masih perlu ditambah kosakatanya. Sy mengunduh utk mencari arti kata dr soal TPA namun banyak yg belum ada dlm kamus ini 	Neutral	Neutral
Masih perlu perbaikan	Neutral	Neutral
Masih pertma baru ciba	Neutral	Neutral
Masih Terpantau Aman 	Positive	Happy
Masih Test	Neutral	Neutral
Mass game ya bagus tapi kurang MB ya mass terimakasih	Neutral	Neutral
Masuk	Neutral	Neutral
Masukakan saja, agar dibuat bisa copy paste no rekening di menu riwayat transaksi atau di favo, atau setiap no rekening lama supaya bisa di copy faste klo kita mau kirim lg lb mudah	Neutral	Neutral
Masukan dong! Kalo bisa ongkos di samakan dengan yang sebenarnya, saya Mdr-Jkt kisaran 400 ribuan per orang.	Neutral	Neutral
Masukan saya kalau boleh di tambah detail kerusakannya ketika menabrak pasti lebih mantap	Neutral	Neutral
Masukan sedikitttt ajjaa .jalan raya nya kurang banyak mobil..masih sepi	Neutral	Neutral
masukan u perbaikan.. 1. laju kendaraan yg lain gak mormal..maju berhenti maju berhenti. lucu jadinya juga lambat. 2. jalur masih kurang banyak. 3. posisi kaca spion yg sangat mengganggu krn posisi yg menutupi pandangan driver saat kendaraan berbelok/di belokan. sekian dulu masukannya. semoga tetap sukses selalu.. Untuk yg baru ini.. Banyak iklan dan jadi error lalu keluar sendiri.	Neutral	Neutral
Masukan yang singkat. Semoga  3.8 ada fitur rem kopling	Neutral	Neutral
Masukkan untuk aplikasi ini. Tolong arti kata mudik dan pulang kampung dibedakan. Karena mudik ≠ pulang kampung. Terima kasih	Neutral	Neutral
Masuknya masti lama knapa ya	Negative	Fear
Mat, siang, tuk, semua teman di Dumay, hormatku, titipkan, tuk kamu,..	Neutral	Neutral
Matap	Positive	Happy
matap	Positive	Happy
Mẩtp	Positive	Happy
Mau ajj	Neutral	Neutral
Mau cari info pajak kendaraan jawa barat	Neutral	Neutral
Mau cba dulu	Neutral	Neutral
Mau coba	Neutral	Neutral
Mau coba bagus gk Apliksh ini aku bri 4 bintang dlu	Neutral	Neutral
Mau coba dlu	Neutral	Neutral
Mau coba dulu	Neutral	Neutral
Mau coba dulu min	Neutral	Neutral
mau coba instal lagi oy, siapa tau lebih menarik	Positive	Happy
Mau coba kalo ada kendala nanti tolong di perbaiki 	Neutral	Neutral
Mau mecoba dl perkenalan bgs ga	Neutral	Neutral
Mau nanya bus simulator kapan update dan tambahin bus gratis SHD SAMA SRIKANDI BOLEH ENGGA KALO ENGGA BOLEH DUA SATU AJA YG SHD YA KANTOR MLEO	Negative	Fear
Mau nanya dong. Ini online atau offline ya?	Neutral	Neutral
Mau nanya vip itu apa nya?	Neutral	Neutral
mau ngasih saran buat  update sekarang udah bagus , kustomisasi accessoris bus kurang banyak , dan detail" bus masih kurang juga, pokoknyadari segi grafik sudah lumayan bagus , tinggal fitur dan kustomisasi ditambahkan saja supaya ada penyegaran	Neutral	Neutral
Mau ngasih saran,  kalau bisa di bawah kata yang dicari itu ada sinonimnya jadi biar tau kata apa saja yang berhubungan dengan kata yang dicari tsb,  trims	Neutral	Neutral
mau nyoba	Neutral	Neutral
Mau nyoba dulu	Neutral	Neutral
Mau nyoba dulu app.nya	Neutral	Neutral
Mau objektif aja, saya akui trx disini sering bermasalah, namun sejauh ini respon dan penangan masalah saya rasa baik. Walau membutuhkan waktu. Yg saya alami penanganan lebih cepat di banding bank. Saya edit ulasan saya. Blm pernah kasih bintang selain satu selama 1th lebih menggunakan oy. Kali ini saya berani kasih bintang 5. Thanks 	Positive	Happy
Mau pulsa gratis atau uang secara cuma2, yang benar benar mudah. Download aja whaff reward dan masukan kode undangan nya EM04099. Di jamin saat mendaftar anda mendapat 0,200 US$ dari pendaftaran dan 0,300 US$ dari memasukkan kode undangan , jadi total 0,500 US$. Hanya kode undangan EM04099 yang bikin anda mudah mencari pulsa	Neutral	Neutral
mau tanya dong, menu buat isi pulsa skarang udh gk ada y? soalnya waktu sebelum d update itu ada cmn skarang kok jadi gk ada y buat pembayaran pulsa	Neutral	Neutral
Mau tanya sebelum saya instal ini apk nya pake kuota atau tidak	Neutral	Neutral
Mau tanya, aq kan pake aplikasi ini, trus di deskripsi bisa dapetin pulsa atau tukar tunai, nah srkg bnyk org yg nge gift aq, tapi kok penukaran pulsa/tunai ny tdk ada, apa ini aplikasi scame? Hanya utk pemanis saja biar tertarik?	Negative	Fear
Mau tanya,,apa tgl merah juga langsung masuk ya min..maksih..	Neutral	Neutral
Mau tes aja dulu jika bagus tambah bintang	Neutral	Neutral
maunya adlah kota medan	Neutral	Neutral
May be useful	Positive	Happy
mayaan	Positive	Happy
Mayan	Neutral	Neutral
mayan	Positive	Happy
Mayan bagus	Positive	Happy
Mayan byk teman	Positive	Happy
Mayan keren lah nih game	Positive	Happy
mayan la..	Neutral	Neutral
Mayan lah	Positive	Happy
mayan lah	Positive	Happy
Mayan membantu tki	Positive	Happy
Mayan sih,perbaiki terus,	Positive	Happy
Mayan thok	Positive	Happy
Mayan,chat terbatas	Neutral	Neutral
